REGION,FUEL,YEAR,VALUE
RE1,RESDHT_RUR,2044,23.41257365031408
RE1,RESDHT_RUR,2045,23.72638762420059
RE1,RESDHT_RUR,2046,24.02054827124201
RE1,RESDHT_RUR,2047,24.31066085353941
RE1,RESDHT_RUR,2048,24.59529728617289
RE1,RESDHT_RUR,2049,24.87089735906236
RE1,RESDHT_RUR,2050,25.1385693130882
RE1,RESDHT_RUR,2051,25.5317972566131
RE1,RESDHT_RUR,2052,25.92118111349087
RE1,RESDHT_RUR,2053,26.30635512908962
RE1,RESDHT_RUR,2054,26.68695276864522
RE1,RESDHT_RUR,2055,26.68695276864522
RE1,RESDHT_URB,2022,44.28324631096937
RE1,RESDHT_URB,2023,43.75054631109641
RE1,RESDHT_URB,2024,45.3781097885613
RE1,RESDHT_URB,2025,47.03558508831247
RE1,RESDHT_URB,2026,48.69341140762501
RE1,RESDHT_URB,2027,50.36166734922686
RE1,RESDHT_URB,2028,52.03264785836161
RE1,RESDHT_URB,2029,53.69645062822607
RE1,RESDHT_URB,2030,55.34444711672462
RE1,RESDHT_URB,2031,57.08202407287753
RE1,RESDHT_URB,2032,58.81701216664857
RE1,RESDHT_URB,2033,60.54886597025548
RE1,RESDHT_URB,2034,62.2776091606377
RE1,RESDHT_URB,2035,64.00455341205574
RE1,RESDHT_URB,2036,65.74945776212371
RE1,RESDHT_URB,2037,67.49648534176889
RE1,RESDHT_URB,2038,69.24637309749151
RE1,RESDHT_URB,2039,70.9982798009796
RE1,RESDHT_URB,2040,72.75466227803025
RE1,RESDHT_URB,2041,74.52628616078675
RE1,RESDHT_URB,2042,76.30035499697638
RE1,RESDHT_URB,2043,78.07692141207079
RE1,RESDHT_URB,2044,79.85389688193135
RE1,RESDHT_URB,2045,81.63276530259425
RE1,RESDHT_URB,2046,83.42151639046504
RE1,RESDHT_URB,2047,85.21491358331762
RE1,RESDHT_URB,2048,87.01266548963463
RE1,RESDHT_URB,2049,88.80014925045316
RE1,RESDHT_URB,2050,90.43682542198704
RE1,RESDHT_URB,2051,91.52028713447925
RE1,RESDHT_URB,2052,92.58007011673442
RE1,RESDHT_URB,2053,93.564075380729
RE1,RESDHT_URB,2054,94.52106096549537
RE1,RESDHT_URB,2055,94.52106096549537
RE1,RESDHT_ZNI,2022,2.215292620295573
RE1,RESDHT_ZNI,2023,2.264533303840546
RE1,RESDHT_ZNI,2024,2.193362476678375
RE1,RESDHT_ZNI,2025,2.125337203105283
RE1,RESDHT_ZNI,2026,2.059547423474899
RE1,RESDHT_ZNI,2027,1.996123495821739
RE1,RESDHT_ZNI,2028,1.934551337751264
RE1,RESDHT_ZNI,2029,1.874780062346189
RE1,RESDHT_ZNI,2030,1.752957899073655
RE1,RESDHT_ZNI,2031,1.776025174815215
RE1,RESDHT_ZNI,2032,1.796987202907987
RE1,RESDHT_ZNI,2033,1.815960462028996
RE1,RESDHT_ZNI,2034,1.832837350849442
RE1,RESDHT_ZNI,2035,1.847722801508372
RE1,RESDHT_ZNI,2036,1.857322619822875
RE1,RESDHT_ZNI,2037,1.8650436047617
RE1,RESDHT_ZNI,2038,1.870934013384792
RE1,RESDHT_ZNI,2039,1.874952440377105
RE1,RESDHT_ZNI,2040,1.877062878375473
RE1,RESDHT_ZNI,2041,1.87863155226697
RE1,RESDHT_ZNI,2042,1.87825052641749
RE1,RESDHT_ZNI,2043,1.875866232264265
RE1,RESDHT_ZNI,2044,1.871386086648651
RE1,RESDHT_ZNI,2045,1.864801186064593
RE1,RESDHT_ZNI,2046,1.904471536326549
RE1,RESDHT_ZNI,2047,1.944363030210015
RE1,RESDHT_ZNI,2048,1.984412405637136
RE1,RESDHT_ZNI,2049,2.024310183833357
RE1,RESDHT_ZNI,2050,2.064047639430373
RE1,RESDHT_ZNI,2051,2.092421898219703
RE1,RESDHT_ZNI,2052,2.120367662656617
RE1,RESDHT_ZNI,2053,2.147857176574705
RE1,RESDHT_ZNI,2054,2.17486283729444
RE1,RESDHT_ZNI,2055,2.17486283729444
