REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
RE1,DEMRESZNIELC_LOW,ELCZNI,1.0,2050,2.439024390243902
RE1,DEMRESZNIELC_LOW,ELCZNI,1.0,2051,2.439024390243902
RE1,DEMRESZNIELC_LOW,ELCZNI,1.0,2052,2.439024390243902
RE1,DEMRESZNIELC_LOW,ELCZNI,1.0,2053,2.439024390243902
RE1,DEMRESZNIELC_LOW,ELCZNI,1.0,2054,2.439024390243902
RE1,DEMRESZNIELC_LOW,ELCZNI,1.0,2055,2.439024390243902
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2022,1.885431335670275
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2023,1.884211741231092
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2024,1.881976850863824
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2025,1.878059972578479
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2026,1.871703041449743
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2027,1.862570057435885
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2028,1.851508979818552
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2029,1.840578501480627
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2030,1.831746019989357
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2031,1.825698248696688
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2032,1.822011898836278
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2033,1.819922043449362
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2034,1.818785700751493
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2035,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2036,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2037,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2038,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2039,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2040,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2041,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2042,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2043,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2044,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2045,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2046,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2047,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2048,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2049,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2050,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2051,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2052,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2053,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2054,1.818181818181818
RE1,DEMRESZNILPGCKN_MID,LPG002,1.0,2055,1.818181818181818
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2022,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2023,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2024,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2025,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2026,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2027,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2028,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2029,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2030,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2031,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2032,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2033,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2034,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2035,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2036,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2037,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2038,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2039,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2040,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2041,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2042,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2043,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2044,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2045,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2046,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2047,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2048,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2049,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2050,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2051,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2052,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2053,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2054,7.142857142857142
RE1,DEMRESZNIWOOCKN_LOW,WOO,1.0,2055,7.142857142857142
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2022,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2023,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2024,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2025,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2026,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2027,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2028,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2029,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2030,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2031,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2032,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2033,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2034,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2035,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2036,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2037,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2038,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2039,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2040,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2041,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2042,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2043,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2044,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2045,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2046,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2047,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2048,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2049,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2050,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2051,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2052,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2053,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2054,1.111111111111111
RE1,DEMTERBGSCKN_HIG,BGS,1.0,2055,1.111111111111111
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2022,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2023,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2024,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2025,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2026,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2027,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2028,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2029,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2030,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2031,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2032,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2033,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2034,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2035,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2036,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2037,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2038,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2039,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2040,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2041,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2042,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2043,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2044,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2045,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2046,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2047,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2048,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2049,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2050,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2051,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2052,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2053,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2054,1.538461538461538
RE1,DEMTERBGSCKN_LOW,BGS,1.0,2055,1.538461538461538
RE1,DEMTERBGSCKN_MID,BGS,1.0,2022,1.533291871866628
RE1,DEMTERBGSCKN_MID,BGS,1.0,2023,1.530936088964237
RE1,DEMTERBGSCKN_MID,BGS,1.0,2024,1.527547809454725
RE1,DEMTERBGSCKN_MID,BGS,1.0,2025,1.522718762437479
RE1,DEMTERBGSCKN_MID,BGS,1.0,2026,1.515925034587994
RE1,DEMTERBGSCKN_MID,BGS,1.0,2027,1.506539752105732
RE1,DEMTERBGSCKN_MID,BGS,1.0,2028,1.493895295855627
RE1,DEMTERBGSCKN_MID,BGS,1.0,2029,1.477423192365256
RE1,DEMTERBGSCKN_MID,BGS,1.0,2030,1.456879978915995
RE1,DEMTERBGSCKN_MID,BGS,1.0,2031,1.432608061747483
RE1,DEMTERBGSCKN_MID,BGS,1.0,2032,1.405697258894912
RE1,DEMTERBGSCKN_MID,BGS,1.0,2033,1.377884946606958
RE1,DEMTERBGSCKN_MID,BGS,1.0,2034,1.351151838435045
RE1,DEMTERBGSCKN_MID,BGS,1.0,2035,1.327188667422295
RE1,DEMTERBGSCKN_MID,BGS,1.0,2036,1.307015855645881
RE1,DEMTERBGSCKN_MID,BGS,1.0,2037,1.290912464511758
RE1,DEMTERBGSCKN_MID,BGS,1.0,2038,1.27859408793679
RE1,DEMTERBGSCKN_MID,BGS,1.0,2039,1.269474899019042
RE1,DEMTERBGSCKN_MID,BGS,1.0,2040,1.262886536627227
RE1,DEMTERBGSCKN_MID,BGS,1.0,2041,1.258209958727538
RE1,DEMTERBGSCKN_MID,BGS,1.0,2042,1.254931873871653
RE1,DEMTERBGSCKN_MID,BGS,1.0,2043,1.252654267185714
RE1,DEMTERBGSCKN_MID,BGS,1.0,2044,1.251081479180933
RE1,DEMTERBGSCKN_MID,BGS,1.0,2045,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2046,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2047,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2048,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2049,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2050,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2051,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2052,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2053,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2054,1.25
RE1,DEMTERBGSCKN_MID,BGS,1.0,2055,1.25
RE1,DEMTERELCACL_HIG,ELC002,1.0,2022,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2023,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2024,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2025,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2026,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2027,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2028,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2029,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2030,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2031,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2032,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2033,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2034,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2035,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2036,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2037,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2038,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2039,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2040,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2041,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2042,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2043,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2044,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2045,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2046,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2047,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2048,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2049,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2050,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2051,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2052,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2053,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2054,1.030927835051547
RE1,DEMTERELCACL_HIG,ELC002,1.0,2055,1.030927835051547
RE1,DEMTERELCACL_LOW,ELC002,1.0,2022,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2023,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2024,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2025,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2026,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2027,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2028,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2029,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2030,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2031,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2032,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2033,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2034,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2035,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2036,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2037,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2038,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2039,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2040,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2041,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2042,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2043,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2044,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2045,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2046,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2047,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2048,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2049,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2050,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2051,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2052,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2053,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2054,1.219512195121951
RE1,DEMTERELCACL_LOW,ELC002,1.0,2055,1.219512195121951
RE1,DEMTERELCACL_MID,ELC002,1.0,2022,1.216910324073566
RE1,DEMTERELCACL_MID,ELC002,1.0,2023,1.215722542992388
RE1,DEMTERELCACL_MID,ELC002,1.0,2024,1.214011839524341
RE1,DEMTERELCACL_MID,ELC002,1.0,2025,1.211568926760295
RE1,DEMTERELCACL_MID,ELC002,1.0,2026,1.208122573166982
RE1,DEMTERELCACL_MID,ELC002,1.0,2027,1.203343105937951
RE1,DEMTERELCACL_MID,ELC002,1.0,2028,1.196869805339124
RE1,DEMTERELCACL_MID,ELC002,1.0,2029,1.188377699826542
RE1,DEMTERELCACL_MID,ELC002,1.0,2030,1.177691684799761
RE1,DEMTERELCACL_MID,ELC002,1.0,2031,1.164928071964658
RE1,DEMTERELCACL_MID,ELC002,1.0,2032,1.150598918784882
RE1,DEMTERELCACL_MID,ELC002,1.0,2033,1.135589370883489
RE1,DEMTERELCACL_MID,ELC002,1.0,2034,1.120966379076433
RE1,DEMTERELCACL_MID,ELC002,1.0,2035,1.107692155742575
RE1,DEMTERELCACL_MID,ELC002,1.0,2036,1.09639345729214
RE1,DEMTERELCACL_MID,ELC002,1.0,2037,1.087291348004262
RE1,DEMTERELCACL_MID,ELC002,1.0,2038,1.080278480490705
RE1,DEMTERELCACL_MID,ELC002,1.0,2039,1.075058639562158
RE1,DEMTERELCACL_MID,ELC002,1.0,2040,1.071272373975944
RE1,DEMTERELCACL_MID,ELC002,1.0,2041,1.068577077970501
RE1,DEMTERELCACL_MID,ELC002,1.0,2042,1.066683956299266
RE1,DEMTERELCACL_MID,ELC002,1.0,2043,1.065366754706709
RE1,DEMTERELCACL_MID,ELC002,1.0,2044,1.064456274885824
RE1,DEMTERELCACL_MID,ELC002,1.0,2045,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2046,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2047,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2048,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2049,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2050,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2051,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2052,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2053,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2054,1.063829787234043
RE1,DEMTERELCACL_MID,ELC002,1.0,2055,1.063829787234043
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2022,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2023,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2024,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2025,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2026,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2027,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2028,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2029,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2030,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2031,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2032,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2033,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2034,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2035,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2036,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2037,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2038,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2039,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2040,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2041,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2042,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2043,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2044,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2045,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2046,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2047,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2048,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2049,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2050,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2051,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2052,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2053,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2054,1.111111111111111
RE1,DEMTERELCAIR_CEN_HIG,ELC002,1.0,2055,1.111111111111111
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2022,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2023,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2024,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2025,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2026,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2027,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2028,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2029,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2030,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2031,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2032,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2033,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2034,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2035,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2036,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2037,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2038,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2039,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2040,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2041,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2042,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2043,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2044,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2045,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2046,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2047,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2048,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2049,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2050,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2051,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2052,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2053,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2054,1.219512195121951
RE1,DEMTERELCAIR_CEN_LOW,ELC002,1.0,2055,1.219512195121951
RE1,DEMTERELCAIR_CEN_MID,ELC002,1.0,2022,1.218643669419595
RE1,DEMTERELCAIR_CEN_MID,ELC002,1.0,2023,1.218246355334894
RE1,DEMTERELCAIR_CEN_MID,ELC002,1.0,2024,1.217673213694437
RE1,DEMTERELCAIR_CEN_MID,ELC002,1.0,2025,1.216852891453795
RE1,DEMTERELCAIR_CEN_MID,ELC002,1.0,2026,1.215691867864811
